ZIP,LAT,LNG
25113,38.55,-81.05
41183,38.55,-82.74
95616,38.55,-121.80
95818,38.55,-121.50
81201,38.55,-106.07
66838,38.56,-96.80
95827,38.56,-121.32
41141,38.56,-83.16
19970,38.56,-75.10
67483,38.56,-97.20
66859,38.56,-96.96
63111,38.56,-90.25
67464,38.56,-97.90
22834,38.56,-78.86
22850,38.56,-78.92
65034,38.56,-92.82
22026,38.56,-77.30
25168,38.56,-81.88
20658,38.56,-77.16
22713,38.56,-78.12
65016,38.56,-91.94
25520,38.56,-82.18
45638,38.56,-82.68
22851,38.56,-78.51
26629,38.56,-80.70
22712,38.56,-77.76
22172,38.57,-77.37
63068,38.57,-91.24
45645,38.57,-82.53
19939,38.57,-75.21
40075,38.57,-85.11
95694,38.57,-122.08
95819,38.57,-121.44
63021,38.57,-90.55
25063,38.57,-80.93
95816,38.57,-121.47
62206,38.57,-90.17
67525,38.57,-98.56
63040,38.57,-90.64
66071,38.57,-94.86
67863,38.57,-101.22
65109,38.57,-92.28
19931,38.57,-75.62
62878,38.57,-88.51
26264,38.58,-79.83
84766,38.58,-112.32
22831,38.58,-79.08
94508,38.58,-122.44
63038,38.58,-90.67
95742,38.58,-121.20
64747,38.58,-94.18
47557,38.58,-87.34
19966,38.58,-75.28
24920,38.58,-79.70
95814,38.58,-121.50
63116,38.58,-90.26
22737,38.58,-78.01
20675,38.58,-77.02
66053,38.58,-94.67
63122,38.58,-90.42
21631,38.58,-75.94
20608,38.58,-76.70
62207,38.58,-90.12
95811,38.58,-121.48
20602,38.58,-76.89
25005,38.58,-81.26
95864,38.58,-121.38
64733,38.58,-93.82
63109,38.58,-90.29
62849,38.58,-88.77
67850,38.59,-100.61
67544,38.59,-98.76
41098,38.59,-85.01
45636,38.59,-82.83
63119,38.59,-90.35
63073,38.59,-90.78
67475,38.59,-97.06
67520,38.59,-99.19
47177,38.59,-85.79
67548,38.59,-99.34
21659,38.59,-75.77
62452,38.59,-88.01
20695,38.59,-76.97
95825,38.59,-121.41
47147,38.59,-85.54
95684,38.59,-120.58
63118,38.59,-90.23
95605,38.59,-121.54
41056,38.59,-83.78
62208,38.60,-90.00
40006,38.60,-85.33
22728,38.60,-77.68
63332,38.60,-90.89
62289,38.60,-89.75
22025,38.60,-77.34
65061,38.60,-91.64
62203,38.60,-90.08
62269,38.60,-89.92
67565,38.60,-99.04
67456,38.60,-97.68
67459,38.60,-98.34
45696,38.60,-82.45
20639,38.60,-76.61
84701,38.60,-111.70
62460,38.60,-87.72
64746,38.60,-94.50
66830,38.60,-96.09
47519,38.60,-86.99
26804,38.60,-79.57
66528,38.60,-95.54
81237,38.60,-106.61
95623,38.60,-120.86
63011,38.60,-90.56
25082,38.60,-82.03
95670,38.60,-121.28
95815,38.61,-121.45
62219,38.61,-89.43
25266,38.61,-81.16
21664,38.61,-75.94
64761,38.61,-93.68
62254,38.61,-89.82
62205,38.61,-90.12
20119,38.61,-77.62
63139,38.61,-90.29
41044,38.61,-83.97
45678,38.61,-82.38
62419,38.61,-87.99
66523,38.61,-95.84
26217,38.61,-80.45
63104,38.61,-90.21
47167,38.61,-86.10
63143,38.61,-90.32
25033,38.61,-81.92
95682,38.61,-120.96
62231,38.61,-89.32
25503,38.61,-82.12
20601,38.61,-76.85
22724,38.61,-77.89
66451,38.61,-95.67
67450,38.62,-98.45
25286,38.62,-81.41
67556,38.62,-99.52
63131,38.62,-90.44
26601,38.62,-80.62
81522,38.62,-108.91
62216,38.62,-89.60
66873,38.62,-96.68
62899,38.62,-88.64
63144,38.62,-90.35
95833,38.62,-121.52
65024,38.62,-91.76
62293,38.62,-89.70
22749,38.62,-78.18
65018,38.62,-92.56
65329,38.62,-92.96
84744,38.62,-111.94
25251,38.62,-81.24
96133,38.62,-119.51
41097,38.62,-84.58
95636,38.62,-120.38
25124,38.62,-81.78
81241,38.62,-106.51
22191,38.62,-77.26
95448,38.62,-122.89
65043,38.62,-92.10
66067,38.62,-95.28
95608,38.62,-121.32
81415,38.62,-107.63
65332,38.62,-93.41
84754,38.62,-112.11
64701,38.62,-94.33
67515,38.62,-100.07
26273,38.62,-79.97
95821,38.63,-121.38
63110,38.63,-90.27
25141,38.63,-81.03
26802,38.63,-79.21
63155,38.63,-90.21
95691,38.63,-121.59
67521,38.63,-99.71
95421,38.63,-123.16
47591,38.63,-87.50
84739,38.63,-112.21
63103,38.63,-90.22
22716,38.63,-78.10
20603,38.63,-76.98
80928,38.63,-104.40
63117,38.63,-90.33
62232,38.63,-90.00
63101,38.63,-90.19
66076,38.63,-95.44
65041,38.63,-91.49
62204,38.63,-90.09
80926,38.63,-104.90
94515,38.63,-122.62
62230,38.64,-89.53
62870,38.64,-89.05
63102,38.64,-90.19
62881,38.64,-88.93
95834,38.64,-121.52
62882,38.64,-89.12
65080,38.64,-91.98
41166,38.64,-83.09
47469,38.64,-86.60
63124,38.64,-90.38
80817,38.64,-104.69
19973,38.64,-75.62
47108,38.64,-86.25
45623,38.64,-82.27
21673,38.64,-76.04
41004,38.64,-84.09
22193,38.64,-77.35
63005,38.64,-90.65
25248,38.64,-81.61
63105,38.64,-90.33
62201,38.64,-90.14
63106,38.64,-90.21
65081,38.64,-92.78
63108,38.64,-90.25
66543,38.64,-95.59
21643,38.65,-75.87
22740,38.65,-78.29
95838,38.65,-121.45
65350,38.65,-93.09
47558,38.65,-87.04
47452,38.65,-86.43
66846,38.65,-96.47
41175,38.65,-82.97
67448,38.65,-97.41
63017,38.65,-90.53
45684,38.65,-83.19
41040,38.65,-84.33
22853,38.65,-78.76
63014,38.65,-91.31
95628,38.65,-121.25
65023,38.65,-92.40
47597,38.65,-87.30
64734,38.65,-94.56
45659,38.65,-82.64
20732,38.66,-76.54
26623,38.66,-80.87
20139,38.66,-77.69
47581,38.66,-86.76
65354,38.66,-92.87
22844,38.66,-78.66
67442,38.66,-97.77
25502,38.66,-82.12
62059,38.66,-90.17
45629,38.66,-82.82
63113,38.66,-90.25
63141,38.66,-90.46
63112,38.66,-90.28
26222,38.66,-80.34
95841,38.66,-121.35
63341,38.66,-90.81
47553,38.66,-86.90
63357,38.66,-91.09
20616,38.66,-77.10
47501,38.66,-87.17
20689,38.66,-76.58
95652,38.66,-121.40
41008,38.66,-85.17
80823,38.66,-103.42
63107,38.66,-90.21
20112,38.66,-77.43
63130,38.67,-90.33
62839,38.67,-88.50
41083,38.67,-84.97
19947,38.67,-75.40
95630,38.67,-121.14
22830,38.67,-78.98
64743,38.67,-94.23
47243,38.67,-85.48
80902,38.67,-104.81
62824,38.67,-88.34
25235,38.67,-81.09
89444,38.67,-119.39
84711,38.67,-112.02
22835,38.67,-78.45
62090,38.67,-90.17
95835,38.67,-121.53
20613,38.67,-76.81
26230,38.67,-80.18
20607,38.67,-77.02
67416,38.67,-97.58
25259,38.67,-81.25
26807,38.67,-79.34
22079,38.67,-77.21
84724,38.68,-112.15
65025,38.68,-92.69
63132,38.68,-90.38
81236,38.68,-106.26
67449,38.68,-96.89
62868,38.68,-88.23
41052,38.68,-84.77
84637,38.68,-112.52
95660,38.68,-121.38
67553,38.68,-99.30
95619,38.68,-120.81
63133,38.68,-90.31
22125,38.68,-77.26
62060,38.68,-90.14
67584,38.68,-100.16
63115,38.68,-90.24
47138,38.68,-85.58
62234,38.68,-89.98
22192,38.68,-77.31
95762,38.69,-121.06
47170,38.69,-85.84
19951,38.69,-75.26
19971,38.69,-75.09
25243,38.69,-81.48
95842,38.69,-121.35
95695,38.69,-121.86
80913,38.69,-104.75
40045,38.69,-85.36
21654,38.69,-76.13
20736,38.69,-76.63
20181,38.69,-77.57
95662,38.69,-121.22
41086,38.69,-84.87
95673,38.69,-121.46
95646,38.69,-120.05
67572,38.69,-99.92
63120,38.69,-90.26
22060,38.69,-77.15
95837,38.69,-121.60
63147,38.69,-90.22
95610,38.69,-121.27
21671,38.70,-76.34
66833,38.70,-96.20
95621,38.70,-121.31
45101,38.70,-83.73
25245,38.70,-81.76
95653,38.70,-121.98
80864,38.70,-104.19
63146,38.70,-90.47
20186,38.70,-77.85
65301,38.70,-93.23
95776,38.70,-121.70
67454,38.70,-98.11
20106,38.70,-78.00
45630,38.70,-83.09
66092,38.70,-95.10
63114,38.70,-90.36
62294,38.70,-89.87
64078,38.70,-94.46
67451,38.70,-97.12
21652,38.70,-76.27
63304,38.70,-90.67
41062,38.70,-83.92
22820,38.70,-79.02
80860,38.71,-105.09
45144,38.71,-83.61
41174,38.71,-83.01
62281,38.71,-89.78
94567,38.71,-122.39
26215,38.71,-80.37
63121,38.71,-90.30
62417,38.71,-87.77
22747,38.71,-78.17
21662,38.71,-76.21
65039,38.71,-92.30
22815,38.71,-78.84
67667,38.71,-99.33
62450,38.71,-88.09
65059,38.71,-91.87
26621,38.71,-80.54
95412,38.71,-123.35
47437,38.71,-86.68
95843,38.72,-121.36
65348,38.72,-92.97
41046,38.72,-84.80
41045,38.72,-85.04
67660,38.72,-99.16
41035,38.72,-84.65
26624,38.72,-80.79
22309,38.72,-77.11
20187,38.72,-77.75
95672,38.72,-120.98
64040,38.72,-93.99
41034,38.72,-83.89
20714,38.72,-76.56
25187,38.72,-82.03
25268,38.73,-81.08
62040,38.73,-90.11
65063,38.73,-92.09
62062,38.73,-89.96
63074,38.73,-90.39
62466,38.73,-87.85
19933,38.73,-75.62
19958,38.73,-75.17
26280,38.73,-80.03
63043,38.73,-90.46
25123,38.73,-81.90
20754,38.73,-76.65
22847,38.73,-78.72
66013,38.73,-94.70
45688,38.73,-82.54
21632,38.73,-75.77
95441,38.73,-122.91
66083,38.73,-94.83
95697,38.73,-121.81
65305,38.73,-93.55
95626,38.73,-121.47
20758,38.73,-76.59
22308,38.73,-77.06
95627,38.73,-122.03
95667,38.73,-120.79
84730,38.74,-112.02
45650,38.74,-83.42
63140,38.74,-90.32
45663,38.74,-83.09
20136,38.74,-77.56
63303,38.74,-90.54
26224,38.74,-80.18
63134,38.74,-90.35
95661,38.74,-121.25
20623,38.74,-76.84
41002,38.74,-83.97
95497,38.74,-123.48
63136,38.74,-90.26
96120,38.74,-119.87
45694,38.74,-82.78
26636,38.74,-80.96
62439,38.74,-87.64
26236,38.74,-80.23
62807,38.74,-88.94
21655,38.74,-75.91
22153,38.74,-77.24
20110,38.75,-77.48
47446,38.75,-86.52
95746,38.75,-121.18
26268,38.75,-79.74
20111,38.75,-77.43
63135,38.75,-90.30
67439,38.75,-98.22
95709,38.75,-120.68
21653,38.75,-76.18
63137,38.75,-90.21
20735,38.75,-76.90
66537,38.75,-95.72
63368,38.75,-90.73
21612,38.75,-76.28
26619,38.75,-80.71
21665,38.75,-76.33
81416,38.75,-108.14
26627,38.75,-80.59
80906,38.75,-104.88
95461,38.75,-122.56
80911,38.75,-104.72
65069,38.75,-91.59
62421,38.75,-87.94
26228,38.75,-80.37
62034,38.75,-89.97
62249,38.76,-89.67
62875,38.76,-89.12
22306,38.76,-77.10
22039,38.76,-77.31
95606,38.76,-122.20
25515,38.76,-82.15
80925,38.76,-104.66
22627,38.76,-78.14
22315,38.76,-77.15
20744,38.76,-76.98
64090,38.76,-94.16
45616,38.76,-83.31
65067,38.76,-91.70
41043,38.76,-84.20
45658,38.76,-82.41
96155,38.76,-120.09
80833,38.76,-103.97
20779,38.76,-76.57
95678,38.76,-121.29
47568,38.76,-87.10
64080,38.76,-94.26
26296,38.76,-79.55
62879,38.76,-88.36
47102,38.77,-85.79
22650,38.77,-78.36
66021,38.77,-95.02
95720,38.77,-120.22
65237,38.77,-92.79
25244,38.77,-81.55
47467,38.77,-86.34
26638,38.77,-81.00
66413,38.77,-95.88
41033,38.77,-84.45
63045,38.77,-90.46
65077,38.77,-91.82
62854,38.77,-88.80
47516,38.77,-87.42
22307,38.77,-77.06
63044,38.77,-90.43
22150,38.77,-77.19
21676,38.77,-76.35
41095,38.77,-84.75
26234,38.77,-80.32
19968,38.77,-75.29
63367,38.77,-90.80
22152,38.77,-77.23
89430,38.78,-119.31
64019,38.78,-93.87
62253,38.78,-89.30
22842,38.78,-78.70
20772,38.78,-76.77
26814,38.78,-79.48
26253,38.78,-79.87
20124,38.78,-77.39
45167,38.78,-83.79
67425,38.78,-97.91
95747,38.78,-121.37
25276,38.78,-81.33
45662,38.78,-82.92
26293,38.78,-79.94
64061,38.78,-94.08
47512,38.78,-87.32
22310,38.78,-77.12
63042,38.78,-90.38
26376,38.78,-80.45
41006,38.78,-84.35
63348,38.79,-90.95
22845,38.79,-78.82
65046,38.79,-92.49
62273,38.79,-89.58
26615,38.79,-80.72
22015,38.79,-77.28
25241,38.79,-81.81
21663,38.79,-76.23
25271,38.79,-81.69
47281,38.79,-86.11
67490,38.79,-98.44
41030,38.79,-84.59
64012,38.79,-94.54
62061,38.79,-89.78
45131,38.79,-83.97
47043,38.79,-85.09
25106,38.79,-82.10
66872,38.79,-96.77
66524,38.79,-95.51
95677,38.79,-121.23
47230,38.79,-85.63
64093,38.79,-93.73
65336,38.79,-93.58
45112,38.79,-84.14
65010,38.79,-92.24
20109,38.79,-77.53
21601,38.79,-76.08
19941,38.79,-75.43
22303,38.79,-77.08
20751,38.79,-76.56
65337,38.79,-93.43
81527,38.80,-108.48
63385,38.80,-90.86
64083,38.80,-94.45
89317,38.80,-115.03
66085,38.80,-94.66
63376,38.80,-90.61
63033,38.80,-90.27
95726,38.80,-120.50
26866,38.80,-79.23
63138,38.80,-90.19
20711,38.80,-76.65
95664,38.80,-121.04
66423,38.80,-96.23
62048,38.80,-90.09
89409,38.80,-118.11
26259,38.80,-79.90
63390,38.80,-91.04
22151,38.80,-77.21
66006,38.80,-95.23
63383,38.80,-91.19
81410,38.80,-107.97
80813,38.81,-105.16
20733,38.81,-76.53
20137,38.81,-77.72
66431,38.81,-96.00
22314,38.81,-77.06
45682,38.81,-82.69
20745,38.81,-77.00
80916,38.81,-104.71
45693,38.81,-83.54
47229,38.81,-85.86
95467,38.81,-122.54
62892,38.81,-89.08
81210,38.81,-106.68
95650,38.81,-121.17
67492,38.81,-96.96
20762,38.81,-76.87
62275,38.81,-89.55
20115,38.81,-77.91
20155,38.81,-77.62
22640,38.81,-78.14
20121,38.81,-77.46
89447,38.81,-119.13
25234,38.81,-81.14
22811,38.81,-78.99
62858,38.81,-88.49
63031,38.81,-90.35
80910,38.81,-104.77
21647,38.81,-76.28
26631,38.81,-80.54
22304,38.81,-77.11
22639,38.81,-78.02
80930,38.81,-104.50
20748,38.81,-76.93
66030,38.82,-94.94
45156,38.82,-84.21
47250,38.82,-85.35
95765,38.82,-121.28
41092,38.82,-84.69
22312,38.82,-77.15
95698,38.82,-121.91
62087,38.82,-90.07
95651,38.82,-120.93
47470,38.82,-86.64
19950,38.82,-75.60
84657,38.82,-111.94
80905,38.82,-104.84
67634,38.82,-98.61
22032,38.82,-77.29
47020,38.82,-84.92
22301,38.82,-77.06
25261,38.82,-81.08
45631,38.82,-82.26
26343,38.82,-80.42
80810,38.82,-102.43
89314,38.82,-115.77
95425,38.82,-123.06
45652,38.82,-83.10
80914,38.82,-104.70
20764,38.82,-76.51
45115,38.82,-83.70
22610,38.82,-78.28
80929,38.82,-104.63
26278,38.83,-80.03
65068,38.83,-92.61
22810,38.83,-78.80
22302,38.83,-77.08
45120,38.83,-84.09
20778,38.83,-76.57
80829,38.83,-104.94
22003,38.83,-77.22
62425,38.83,-88.09
66414,38.83,-95.69
95607,38.83,-122.13
62025,38.83,-89.93
80903,38.83,-104.82
67401,38.83,-97.65
66031,38.83,-94.89
95445,38.83,-123.47
47562,38.83,-86.97
47528,38.83,-87.25
80825,38.83,-102.83
95426,38.83,-122.73
95668,38.83,-121.50
25267,38.83,-80.94
22311,38.83,-77.13
20032,38.83,-77.01
95637,38.83,-122.24
66062,38.84,-94.78
22824,38.84,-78.63
20746,38.84,-76.92
22305,38.84,-77.06
47260,38.84,-86.20
80802,38.84,-102.17
22030,38.84,-77.34
62084,38.84,-90.06
80820,38.84,-105.56
25239,38.84,-81.85
47270,38.84,-85.72
22652,38.84,-78.43
95633,38.84,-120.83
95735,38.84,-120.15
65251,38.84,-91.98
20765,38.84,-76.54
62434,38.84,-88.32
95659,38.84,-121.57
26335,38.84,-80.68
45657,38.84,-83.24
95721,38.84,-120.07
22206,38.84,-77.09
21624,38.84,-76.27
26218,38.84,-80.27
65334,38.85,-93.23
26237,38.85,-80.15
26611,38.85,-80.85
41063,38.85,-84.50
67671,38.85,-99.13
63034,38.85,-90.29
81418,38.85,-107.99
22623,38.85,-78.14
67665,38.85,-98.88
22041,38.85,-77.14
80915,38.85,-104.72
47038,38.85,-84.85
45168,38.85,-83.75
19960,38.85,-75.41
67736,38.85,-100.48
80809,38.85,-105.01
64147,38.85,-94.55
65276,38.85,-92.96
80909,38.85,-104.78
22035,38.85,-77.36
47529,38.85,-87.08
20747,38.85,-76.88
95663,38.86,-121.18
20120,38.86,-77.48
67758,38.86,-101.76
22202,38.86,-77.05
63366,38.86,-90.73
80816,38.86,-105.32
63301,38.86,-90.46
64034,38.86,-94.30
20373,38.86,-77.01
21629,38.86,-75.83
22031,38.86,-77.26
20143,38.86,-77.56
62885,38.86,-89.05
25264,38.86,-81.89
20020,38.86,-76.98
22204,38.86,-77.10
80904,38.86,-104.88
62095,38.86,-90.07
66834,38.86,-96.44
22044,38.86,-77.15
64082,38.86,-94.41
63351,38.86,-91.31
26270,38.86,-79.58
25550,38.86,-82.07
66223,38.86,-94.67
47421,38.86,-86.45
66224,38.86,-94.63
66221,38.86,-94.71
67674,38.86,-99.07
47561,38.86,-87.44
45153,38.86,-84.19
25270,38.86,-81.42
20319,38.86,-77.02
22042,38.87,-77.20
64149,38.87,-94.47
47596,38.87,-87.23
20593,38.87,-77.01
62880,38.87,-88.88
47227,38.87,-85.65
22214,38.87,-77.07
26412,38.87,-80.53
45121,38.87,-83.90
96150,38.87,-120.01
63386,38.87,-90.22
26430,38.87,-80.76
89410,38.87,-119.60
20776,38.87,-76.57
47535,38.87,-87.31
62427,38.87,-87.65
80862,38.87,-103.06
21625,38.87,-76.00
64145,38.87,-94.59
22203,38.87,-77.12
20774,38.87,-76.77
22185,38.87,-77.30
63388,38.88,-91.76
22033,38.88,-77.38
62024,38.88,-90.07
20024,38.88,-77.03
47220,38.88,-86.05
84654,38.88,-111.67
67601,38.88,-99.35
66849,38.88,-96.59
80939,38.88,-104.68
80907,38.88,-104.83
67441,38.88,-97.10
20390,38.88,-76.99
20169,38.88,-77.65
26151,38.88,-81.17
81224,38.88,-106.93
22211,38.88,-77.07
89045,38.88,-116.97
26254,38.88,-79.66
45656,38.88,-82.59
95658,38.88,-121.17
81419,38.88,-107.75
62284,38.88,-89.31
64030,38.88,-94.52
62001,38.88,-89.74
67626,38.88,-98.72
45674,38.88,-82.37
47011,38.88,-85.08
20003,38.88,-76.99
41094,38.88,-84.62
64146,38.88,-94.57
95457,38.88,-122.53
22205,38.88,-77.14
20260,38.88,-77.03
62838,38.88,-88.74
63363,38.88,-91.45
20053,38.88,-77.01
20198,38.88,-77.74
20743,38.88,-76.89
65203,38.88,-92.40
95645,38.88,-121.78
95937,38.89,-122.00
22643,38.89,-77.98
45618,38.89,-83.62
20204,38.89,-77.01
26812,38.89,-78.88
80917,38.89,-104.75
95614,38.89,-120.98
65287,38.89,-92.53
22046,38.89,-77.18
20228,38.89,-77.03
22201,38.89,-77.10
64070,38.89,-94.15
20553,38.89,-77.02
20202,38.89,-77.02
20540,38.89,-77.00
47224,38.89,-85.22
20560,38.89,-77.03
22664,38.89,-78.53
62475,38.89,-88.05
45653,38.89,-82.82
95494,38.89,-123.34
62046,38.89,-89.85
62246,38.89,-89.43
80922,38.89,-104.70
20565,38.89,-77.02
20019,38.89,-76.94
66025,38.89,-95.08
41007,38.89,-84.29
47522,38.89,-86.82
62426,38.89,-88.66
20510,38.89,-77.01
20418,38.89,-77.05
20551,38.89,-77.05
47451,38.89,-86.52
66047,38.89,-95.35
20245,38.89,-77.04
66061,38.89,-94.88
20230,38.89,-77.03
20240,38.89,-77.04
20535,38.89,-77.02
20520,38.89,-77.05
22027,38.89,-77.22
20004,38.89,-77.03
22209,38.90,-77.08
22213,38.90,-77.16
22180,38.90,-77.26
66546,38.90,-95.72
22124,38.90,-77.33
20566,38.90,-77.06
95679,38.90,-122.37
20405,38.90,-77.04
20151,38.90,-77.45
20045,38.90,-77.03
19954,38.90,-75.52
20506,38.90,-77.04
20006,38.90,-77.04
66213,38.90,-94.71
20037,38.90,-77.06
64086,38.90,-94.27
66209,38.90,-94.64
89427,38.90,-118.65
20052,38.90,-77.05
65333,38.90,-93.32
22043,38.90,-77.20
47231,38.90,-85.49
65201,38.90,-92.24
63350,38.90,-91.36
20427,38.90,-77.05
89460,38.90,-119.79
47578,38.90,-87.19
66046,38.90,-95.21
26147,38.90,-81.08
20005,38.90,-77.03
80938,38.90,-104.66
26884,38.90,-79.40
20002,38.91,-76.98
67762,38.91,-101.98
22181,38.91,-77.29
22207,38.91,-77.12
20036,38.91,-77.04
64081,38.91,-94.40
62018,38.91,-90.08
25262,38.91,-81.83
80951,38.91,-104.64
20057,38.91,-77.08
47457,38.91,-86.90
45130,38.91,-84.00
41091,38.91,-84.74
20001,38.91,-77.02
80918,38.91,-104.78
95635,38.91,-120.91
26447,38.91,-80.48
64063,38.91,-94.35
26285,38.91,-79.94
47420,38.91,-86.55
66402,38.91,-95.84
67640,38.91,-99.05
20007,38.91,-77.08
84620,38.91,-111.93
20721,38.92,-76.79
95603,38.92,-121.08
65233,38.92,-92.73
41001,38.92,-84.40
21641,38.92,-75.94
45648,38.92,-83.01
20785,38.92,-76.88
62036,38.92,-90.59
95468,38.92,-123.61
20009,38.92,-77.04
20152,38.92,-77.50
26257,38.92,-80.00
21037,38.92,-76.54
21679,38.92,-76.09
25253,38.92,-81.96
62010,38.92,-90.05
19952,38.92,-75.63
25275,38.92,-81.61
47040,38.92,-84.94
95451,38.92,-122.79
66210,38.92,-94.70
67470,38.92,-97.51
63362,38.92,-90.87
95648,38.92,-121.31
20144,38.92,-77.95
20171,38.92,-77.40
84522,38.92,-111.21
66409,38.92,-95.56
66211,38.93,-94.64
26351,38.93,-80.84
67764,38.93,-101.21
20716,38.93,-76.72
20018,38.93,-76.97
80923,38.93,-104.71
47449,38.93,-87.00
64134,38.93,-94.49
80919,38.93,-104.85
80927,38.93,-104.66
62067,38.93,-89.98
63373,38.93,-90.39
45614,38.93,-82.28
62459,38.93,-88.03
22630,38.93,-78.18
45697,38.93,-83.67
45685,38.93,-82.46
66401,38.93,-96.31
26241,38.93,-79.79
20010,38.93,-77.03
08212,38.93,-74.95
26141,38.93,-81.25
20722,38.93,-76.95
20191,38.93,-77.35
20317,38.93,-77.01
63369,38.94,-90.76
41051,38.94,-84.55
64137,38.94,-94.54
47017,38.94,-85.19
64131,38.94,-94.59
95449,38.94,-123.12
20008,38.94,-77.06
20064,38.94,-77.00
62097,38.94,-89.85
95634,38.94,-120.77
20016,38.94,-77.09
20017,38.94,-76.99
21035,38.94,-76.63
67637,38.94,-99.61
22182,38.94,-77.28
62002,38.94,-90.13
62262,38.94,-89.29
21666,38.94,-76.34
21638,38.94,-76.21
22101,38.94,-77.16
47453,38.94,-86.78
21403,38.94,-76.49
20712,38.94,-76.96
20710,38.94,-76.93
19963,38.94,-75.36
21619,38.94,-76.27
22660,38.94,-78.43
45106,38.95,-84.06
66019,38.95,-95.00
21658,38.95,-76.14
62471,38.95,-89.13
22642,38.95,-78.01
66619,38.95,-95.69
26267,38.95,-80.09
26855,38.95,-79.27
26263,38.95,-79.44
26847,38.95,-79.13
21140,38.95,-76.58
22644,38.95,-78.49
20784,38.95,-76.89
22102,38.95,-77.23
25252,38.95,-81.51
67431,38.95,-97.01
67423,38.95,-97.98
64065,38.95,-94.40
66219,38.95,-94.78
20011,38.95,-77.02
20781,38.95,-76.95
20105,38.95,-77.60
65215,38.95,-92.32
45157,38.95,-84.23
47436,38.95,-86.39
95674,38.95,-121.48
62443,38.95,-88.63
25287,38.95,-82.05
62074,38.96,-89.69
89449,38.96,-119.91
66212,38.96,-94.68
66207,38.96,-94.64
21660,38.96,-75.89
62013,38.96,-90.57
67410,38.96,-97.22
20816,38.96,-77.12
80920,38.96,-104.77
84631,38.96,-112.39
66215,38.96,-94.74
64114,38.96,-94.60
47443,38.96,-87.10
62028,38.96,-90.35
47462,38.96,-86.65
21639,38.96,-75.78
66045,38.96,-95.25
26372,38.96,-80.35
20190,38.96,-77.34
26136,38.96,-81.14
80814,38.96,-105.19
66220,38.96,-94.82
64011,38.96,-94.07
65262,38.96,-91.96
64192,38.96,-94.52
66206,38.96,-94.62
45620,38.96,-82.14
47838,38.96,-87.38
62035,38.96,-90.24
81428,38.96,-107.60
66018,38.96,-94.97
20737,38.96,-76.91
45679,38.96,-83.56
63361,38.97,-91.55
81413,38.97,-107.96
20782,38.97,-76.97
67480,38.97,-97.40
20706,38.97,-76.85
81225,38.97,-106.93
47274,38.97,-85.94
20015,38.97,-77.06
20812,38.97,-77.14
64138,38.97,-94.47
64020,38.97,-93.60
66214,38.97,-94.71
80924,38.97,-104.72
20118,38.97,-77.74
64139,38.97,-94.42
62448,38.97,-88.18
81523,38.97,-108.89
21657,38.97,-75.99
67761,38.97,-101.53
45671,38.97,-83.25
08204,38.97,-74.92
62058,38.97,-89.77
62451,38.97,-87.61
80819,38.97,-105.02
66227,38.97,-94.87
95422,38.97,-122.62
81211,38.97,-106.38
20818,38.97,-77.16
66441,38.97,-96.80
65327,38.97,-93.50
63349,38.97,-91.15
64064,38.97,-94.35
84515,38.97,-109.13
20307,38.98,-77.03
26275,38.98,-79.95
80449,38.98,-105.86
95459,38.98,-123.60
66610,38.98,-95.84
20012,38.98,-77.03
66049,38.98,-95.34
66609,38.98,-95.66
47264,38.98,-86.25
41015,38.98,-84.48
20170,38.98,-77.38
80821,38.98,-103.37
62086,38.98,-89.58
20194,38.98,-77.34
26160,38.98,-81.41
45771,38.98,-81.89
80808,38.98,-104.30
20912,38.98,-77.00
81434,38.98,-107.43
26384,38.98,-80.71
65322,38.98,-92.95
67738,38.98,-100.64
47282,38.98,-85.61
45770,38.98,-81.80
20720,38.98,-76.79
64076,38.98,-93.95
20815,38.98,-77.08
62021,38.98,-89.98
95703,38.99,-120.98
89311,38.99,-114.20
20166,38.99,-77.46
63381,38.99,-91.25
25265,38.99,-81.96
21402,38.99,-76.47
21401,38.99,-76.55
22654,38.99,-78.57
64132,38.99,-94.54
20715,38.99,-76.74
20742,38.99,-76.95
95602,38.99,-121.11
67656,38.99,-99.76
66204,38.99,-94.68
62424,38.99,-88.42
65347,38.99,-93.04
45660,38.99,-83.37
47235,38.99,-86.14
67484,38.99,-97.85
95991,38.99,-121.59
80831,38.99,-104.49
65351,38.99,-93.38
80840,38.99,-104.86
67752,38.99,-100.25
95681,39.00,-121.35
26137,39.00,-81.05
20148,39.00,-77.52
89448,39.00,-119.92
26810,39.00,-78.75
20769,39.00,-76.82
47018,39.00,-85.09
20783,39.00,-76.97
96142,39.00,-120.13
20817,39.00,-77.15
62480,39.00,-88.00
66208,39.00,-94.63
45779,39.00,-81.97
26836,39.00,-78.98
08260,39.00,-74.84
20117,39.00,-77.73
64075,39.00,-94.15
62454,39.00,-87.76
20184,39.00,-77.88
41042,39.00,-84.65
63379,39.00,-91.00
65279,39.00,-92.53
26201,39.00,-80.20
22657,39.00,-78.38
20740,39.00,-76.93
20910,39.00,-77.04
20770,39.00,-76.88
62022,39.00,-90.33
25260,39.00,-82.03
19943,39.00,-75.61
20814,39.00,-77.10
67481,39.01,-98.38
64029,39.01,-94.22
25247,39.01,-82.01
62449,39.01,-87.91
41005,39.01,-84.76
64014,39.01,-94.26
95435,39.01,-122.87
67672,39.01,-99.91
